stop_code,stop_name,address,routes,url
Q9 247,"Trạm xe buýt [Q9 247] Trường cao đẳng Công Thương, Quận 9","Trường cao đẳng Công Thương Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4095-truong-cao-dang-cong-thuong
Q9 250,"Trạm xe buýt [Q9 250] chùa kim linh, Quận 9","Đối diện 17 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4096-chua-kim-linh
Q9 249,"Trạm xe buýt [Q9 249] 92 Tăng Nhơn Phú, Quận 9","92 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4097-92-tang-nhon-phu
Q9 263,"Trạm xe buýt [Q9 263] Đường cầu xây, Quận 9","58 Hoàng Hữu Nam, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4098-duong-cau-xay
Q9 262,"Trạm xe buýt [Q9 262] Ngã 3 Mỹ Thành, Quận 9","Đối diện 15-17 Hoàng Hữu Nam, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4099-nga-3-my-thanh
Q1 061,"Trạm xe buýt [Q1 061] Sở Công Thương, Quận 1","142 Hai Bà Trưng, Quận 1, Tp.Hồ Chí Minh","03, 31",https://xebuyt.net/41-so-cong-thuong
QTD 080,"Trạm xe buýt [QTD 080] Ngã 4 Bình Thái, Quận Thủ Đức","Đối diện 592C Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","06, 10, 12, 30, 52, 53, 55, 56, 60, 104, 150",https://xebuyt.net/410-nga-4-binh-thai
Q9 001,"Trạm xe buýt [Q9 001] Hoa cảnh Sài Gòn, Quận 9","164 Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4100-hoa-canh-sai-gon
Q9 003,"Trạm xe buýt [Q9 003] Trạm cuối đường Cầu Xây, Quận 9","29 Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4101-tram-cuoi-duong-cau-xay
Q9 273,"Trạm xe buýt [Q9 273] Trường THCS Tân Phú, Quận 9","Trường THCS Tân Phú Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4102-truong-thcs-tan-phu
Q9 002,"Trạm xe buýt [Q9 002] Đường số 100, Quận 9","85-85A Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4103-duong-so-100
Q9 274,"Trạm xe buýt [Q9 274] Trạm Y tế phường Tân Phú, Quận 9","51 Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4104-tram-y-te-phuong-tan-phu
Q9 276,"Trạm xe buýt [Q9 276] Trường THCS Tân Phú, Quận 9","102 Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4105-truong-thcs-tan-phu
Q9 004,"Trạm xe buýt [Q9 004] Trạm cuối đường Cầu Xây, Quận 9","Đối diện 37 Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4106-tram-cuoi-duong-cau-xay
Q9 006,"Trạm xe buýt [Q9 006] Hoa cảnh Sài Gòn, Quận 9","162-164 Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4107-hoa-canh-sai-gon
Q9 271,"Trạm xe buýt [Q9 271] Ngã 3 Mỹ Thành, Quận 9","21 Hoàng Hữu Nam, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4108-nga-3-my-thanh
Q9 252,"Trạm xe buýt [Q9 252] Dệt Phong Phú, Quận 9","Đối diện Dệt Phong Phú Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4109-det-phong-phu
QTD 062,"Trạm xe buýt [QTD 062] Công ty Sanofi Aventis, Quận Thủ Đức","15/6C Đặng Văn Bi, Quận Thủ Đức, Tp.Hồ Chí Minh","06, 29, 56",https://xebuyt.net/411-cong-ty-sanofi-aventis
Q9 254,"Trạm xe buýt [Q9 254] Đường 61, Quận 9","95 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4110-duong-61
Q9 272,"Trạm xe buýt [Q9 272] Trạm đầu Nam Cao, Quận 9","157 Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4111-tram-dau-nam-cao
Q9 275,"Trạm xe buýt [Q9 275] Trạm Y tế phường Tân Phú, Quận 9","46 Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4113-tram-y-te-phuong-tan-phu
Q9 010,"Trạm xe buýt [Q9 010] UBND Phường Phước Long B, Quận 9","Đối diện UBND phường Phước Long B Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh","29, 99",https://xebuyt.net/4114-ubnd-phuong-phuoc-long-b
Q9 261,"Trạm xe buýt [Q9 261] Chợ Nam Hòa, Quận 9","57-59 Tây Hòa, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4115-cho-nam-hoa
Q9 260,"Trạm xe buýt [Q9 260] Đường 122, Quận 9","141B Tây Hòa, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4116-duong-122
Q9 277,"Trạm xe buýt [Q9 277] Trạm đầu Nam Cao, Quận 9","Đối diện 109 Nam Cao, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4117-tram-dau-nam-cao
Q9 005,"Trạm xe buýt [Q9 005] Đường số 100, Quận 9","Đối diện 97 Cầu Xây, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4118-duong-so-100
Q9 270,"Trạm xe buýt [Q9 270] Đường cầu xây, Quận 9","93 Hoàng Hữu Nam, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4119-duong-cau-xay
QTD 082,"Trạm xe buýt [QTD 082] Ngã 4 Tây Hòa (RMK), Quận Thủ Đức","Nhà máy thép Thủ Đức Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","06, 12, 30, 52, 55, 56, 99, 104, 150",https://xebuyt.net/412-nga-4-tay-hoa-rmk
Q9 251,"Trạm xe buýt [Q9 251] Chùa Kim Linh, Quận 9","253 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4120-chua-kim-linh
Q9 253,"Trạm xe buýt [Q9 253] Trường cao đẳng Công Thương, Quận 9","105 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4121-truong-cao-dang-cong-thuong
Q9 255,"Trạm xe buýt [Q9 255] Ngã 3 Đỗ Xuân Hợp, Quận 9","11 Tăng Nhơn Phú, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4122-nga-3-do-xuan-hop
Q9 259,"Trạm xe buýt [Q9 259] Trường mầm non thỏ ngọc, Quận 9","207 Tây Hòa, Quận 9, Tp.Hồ Chí Minh",99,https://xebuyt.net/4123-truong-mam-non-tho-ngoc
Q7 081,"Trạm xe buýt [Q7 081] Ủy ban Phường Tân Thuận Tây, Quận 7","Ủy ban Phường Tân Thuận Tây Nguyễn Văn Linh, Quận 7, Tp.Hồ Chí Minh",31,https://xebuyt.net/4125-uy-ban-phuong-tan-thuan-tay
Q7 148,"Trạm xe buýt [Q7 148] Mai Văn Vĩnh, Quận 7","57C Mai Văn Vĩnh, Quận 7, Tp.Hồ Chí Minh",34,https://xebuyt.net/4126-mai-van-vinh
Q12T081,"Trạm xe buýt [Q12T081] Kế 87/1, Lê Đức Thọ, Quận 12","Kế 87/1 Lê Đức Thọ, Quận 12, Tp.Hồ Chí Minh",103,https://xebuyt.net/4128-ke-87-1-le-duc-tho
QTD 081,"Trạm xe buýt [QTD 081] Công ty truyền tải điện 4, Quận Thủ Đức","Công ty truyền tải điện 4 Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","06, 12, 30, 52, 55, 56, 60, 104, 150",https://xebuyt.net/413-cong-ty-truyen-tai-dien-4
Q9 165,"Trạm xe buýt [Q9 165] 1610, Nguyễn Duy Trinh, Quận 9","1610 Nguyễn Duy Trinh, Quận 9, Tp.Hồ Chí Minh",88,https://xebuyt.net/4130-1610-nguyen-duy-trinh
QTD 083,"Trạm xe buýt [QTD 083] Xi măng Hà Tiên, Quận Thủ Đức","Xi măng Hà Tiên 1 Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","06, 12, 30, 52, 55, 56, 60, 99, 104, 150",https://xebuyt.net/414-xi-mang-ha-tien
QBT 009,"Trạm xe buýt [QBT 009] 49-51 (317), Kinh Dương Vương, Quận Bình Tân","49-51 (317) Kinh Dương Vương, Quận Bình Tân, Tp.Hồ Chí Minh","02, 09, 14, 25, 119, 139, 144, 148",https://xebuyt.net/4149-49-51-317-kinh-duong-vuong
Q2 075,"Trạm xe buýt [Q2 075] Cát Lái, Quận 2","Đối diện Esstella Xa Lộ Hà Nội, Quận 2, Tp.Hồ Chí Minh","06, 10, 12, 30, 52, 55, 56, 60, 104, 150",https://xebuyt.net/415-cat-lai
QBT 013,"Trạm xe buýt [QBT 013] 428, Kinh Dương Vương, Quận Bình Tân","428 Kinh Dương Vương, Quận Bình Tân, Tp.Hồ Chí Minh","02, 09, 25, 119, 139, 144, 148",https://xebuyt.net/4150-428-kinh-duong-vuong
QBT 109,"Trạm xe buýt [QBT 109] Đường số 22, Quận Bình Tân","Đối diện cafe Như Ngọc Đường số 22, Quận Bình Tân, Tp.Hồ Chí Minh",25,https://xebuyt.net/4155-duong-so-22
QBT 110,"Trạm xe buýt [QBT 110] Trần Văn Giàu, Quận Bình Tân","Đối diện 235 Đường số 22, Quận Bình Tân, Tp.Hồ Chí Minh",25,https://xebuyt.net/4156-tran-van-giau
QBT 112,"Trạm xe buýt [QBT 112] Đường số 19, Quận Bình Tân","166 Đường số 22, Quận Bình Tân, Tp.Hồ Chí Minh",25,https://xebuyt.net/4157-duong-so-19
HBC 259,"Trạm xe buýt [HBC 259] Hội Quán Thanh Niên, Huyện Bình Chánh","Hội Quán Thanh Niên Hương Lộ 11, Huyện Bình Chánh, Tp.Hồ Chí Minh",9,https://xebuyt.net/4159-hoi-quan-thanh-nien
Q2 076,"Trạm xe buýt [Q2 076] Metro Quận 2, Quận 2","655 Xa Lộ Hà Nội, Quận 2, Tp.Hồ Chí Minh","06, 12, 30, 52, 55, 56, 60, 104, 150",https://xebuyt.net/416-metro-quan-2
HNB 045,"Trạm xe buýt [HNB 045] Đối diện Bưu điện Long Thới, Nguyễn Văn Tạo, Huyện Nhà Bè","Đối diện Bưu điện Long Thới Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/4161-doi-dien-buu-dien-long-thoi-nguyen-van-tao
HHM 132,"Trạm xe buýt [HHM 132] Hóc Môn, Huyện Hóc Môn","447 Đặng Thúc Vịnh, Huyện Hóc Môn, Tp.Hồ Chí Minh",78,https://xebuyt.net/4162-hoc-mon
HHM 133,"Trạm xe buýt [HHM 133] Hóc Môn, Huyện Hóc Môn","60 Đặng Thúc Vịnh, Huyện Hóc Môn, Tp.Hồ Chí Minh",78,https://xebuyt.net/4163-hoc-mon
HHM 199,"Trạm xe buýt [HHM 199] Phan Văn Hớn, Huyện Hóc Môn","20/7 Phan Văn Hớn, Huyện Hóc Môn, Tp.Hồ Chí Minh",24,https://xebuyt.net/4165-phan-van-hon
Q2 063,"Trạm xe buýt [Q2 063] 36, Lê Văn Thịnh, Quận 2","36 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4166-36-le-van-thinh
Q2 064,"Trạm xe buýt [Q2 064] Bệnh viện Quận 2, Lê Văn Thịnh, Quận 2","Bệnh viện Quận 2 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4167-benh-vien-quan-2-le-van-thinh
Q2 065,"Trạm xe buýt [Q2 065] 176, Lê Văn Thịnh, Quận 2","176 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4168-176-le-van-thinh
Q2 066,"Trạm xe buýt [Q2 066] Chợ Cây Xoài, Quận 2","27 Đường số 22, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4169-cho-cay-xoai
Q2 077,"Trạm xe buýt [Q2 077] Thảo Điền, Quận 2","Ngã ba Thảo Điền Xa Lộ Hà Nội, Quận 2, Tp.Hồ Chí Minh","06, 12, 30, 52, 55, 56, 60, 104, 150",https://xebuyt.net/417-thao-dien
Q2 067,"Trạm xe buýt [Q2 067] Chợ Cây Xoài, Quận 2","32 Đường số 22, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4170-cho-cay-xoai
Q2 068,"Trạm xe buýt [Q2 068] 257, Lê Văn Thịnh, Quận 2","257 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4171-257-le-van-thinh
Q2 069,"Trạm xe buýt [Q2 069] Bệnh viện Quận 2, Quận 2","145 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4172-benh-vien-quan-2
Q2 070,"Trạm xe buýt [Q2 070] 23-25, Lê Văn Thịnh, Quận 2","23-25 Lê Văn Thịnh, Quận 2, Tp.Hồ Chí Minh",29,https://xebuyt.net/4173-23-25-le-van-thinh
Q9 007,"Trạm xe buýt [Q9 007] 10-12, Đỗ Xuân Hợp, Quận 9","10-12 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4174-10-12-do-xuan-hop
Q9 008,"Trạm xe buýt [Q9 008] Đường 98, Quận 9","42 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4175-duong-98
Q9 009,"Trạm xe buýt [Q9 009] Chợ Phước Long B, Quận 9","178 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4176-cho-phuoc-long-b
Q9 011,"Trạm xe buýt [Q9 011] Đại học văn Hoá cơ sở 2, Quận 9","254 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4177-dai-hoc-van-hoa-co-so-2
Q9 012,"Trạm xe buýt [Q9 012] Trường Cao đẳng Kỹ thuật Công nghệ Tp.HCM, Quận 9","502 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4178-truong-cao-dang-ky-thuat-cong-nghe-tp-hcm
Q9 013,"Trạm xe buýt [Q9 013] Đại lộ 2, Quận 9","Đối diện 362C Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4179-dai-lo-2
Q2 078,"Trạm xe buýt [Q2 078] Cầu Đen, Quận 2","Đối diện Cầu Đen Xa Lộ Hà Nội, Quận 2, Tp.Hồ Chí Minh","06, 12, 30, 52, 53, 55, 56, 60, 104, 150",https://xebuyt.net/418-cau-den
Q9 015,"Trạm xe buýt [Q9 015] Đình Bình Thái, Quận 9","Đối diện 141 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4180-dinh-binh-thai
Q9 016,"Trạm xe buýt [Q9 016] Cầu Nam Lý, Quận 9","91B Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4181-cau-nam-ly
Q9 017,"Trạm xe buýt [Q9 017] Đường D3, Quận 9","Đối diện 625 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4182-duong-d3
Q9 018,"Trạm xe buýt [Q9 018] Trường cao đẳng sư phạm trung ương (cơ sở 2), Quận 9","Cột điện FC 120 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4183-truong-cao-dang-su-pham-trung-uong-co-so-2
Q9 019,"Trạm xe buýt [Q9 019] Đường 655, Quận 9","Đối diện 366 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4184-duong-655
Q9 020,"Trạm xe buýt [Q9 020] Khu dân cư Sông Giồng, Quận 9","147 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4185-khu-dan-cu-song-giong
Q9 021,"Trạm xe buýt [Q9 021] Cầu Ông Kỳ 2, Quận 9","127A Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4186-cau-ong-ky-2
Q9 022,"Trạm xe buýt [Q9 022] Cầu Ông Kỳ 2, Quận 9","741 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4187-cau-ong-ky-2
Q9 023,"Trạm xe buýt [Q9 023] Khu dân cư Sông Giồng, Quận 9","701 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4188-khu-dan-cu-song-giong
Q9 024,"Trạm xe buýt [Q9 024] Đường 655, Quận 9","366 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4189-duong-655
QBTH 056,"Trạm xe buýt [QBTH 056] Cầu Sài Gòn, Quận Bình Thạnh","24(597) Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","06, 12, 30, 43, 52, 55, 60, 104, 150",https://xebuyt.net/419-cau-sai-gon
Q9 025,"Trạm xe buýt [Q9 025] Trường cao đẳng sư phạm trung ương (cơ sở 2), Quận 9","635B Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4190-truong-cao-dang-su-pham-trung-uong-co-so-2
Q9 026,"Trạm xe buýt [Q9 026] Đường D3, Quận 9","Đối diện 147F Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4191-duong-d3
Q9 027,"Trạm xe buýt [Q9 027] Cầu Nam Lý, Quận 9","585 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4192-cau-nam-ly
Q9 030,"Trạm xe buýt [Q9 030] Đại lộ 2, Quận 9","433-435 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4193-dai-lo-2
Q9 031,"Trạm xe buýt [Q9 031] Trường Cao đẳng Kỹ thuật Công nghệ Tp.HCM, Quận 9","Đối diện 502 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4194-truong-cao-dang-ky-thuat-cong-nghe-tp-hcm
Q9 032,"Trạm xe buýt [Q9 032] Đại học văn Hoá cơ sở 2, Quận 9","287 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4195-dai-hoc-van-hoa-co-so-2
Q9 033,"Trạm xe buýt [Q9 033] UBND phường Phước Long B, Quận 9","171 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh","29, 99",https://xebuyt.net/4196-ubnd-phuong-phuoc-long-b
Q9 034,"Trạm xe buýt [Q9 034] Chợ Phước Long B, Quận 9","133 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4197-cho-phuoc-long-b
Q9 035,"Trạm xe buýt [Q9 035] Đường 98, Quận 9","63-65 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4198-duong-98
Q9 036,"Trạm xe buýt [Q9 036] 21, Đỗ Xuân Hợp, Quận 9","21 Đỗ Xuân Hợp, Quận 9, Tp.Hồ Chí Minh",29,https://xebuyt.net/4199-21-do-xuan-hop
Q1 058,"Trạm xe buýt [Q1 058] Nhà Hát Thành Phố, Quận 1","74/A2-74/A4 Hai Bà Trưng, Quận 1, Tp.Hồ Chí Minh","03, 19, 45",https://xebuyt.net/42-nha-hat-thanh-pho
QBTH 055,"Trạm xe buýt [QBTH 055] Khu Du lịch Văn Thánh, Quận Bình Thạnh","152/72c(559) Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","06, 10, 12, 43, 44, 52, 55, 60, 104, 150",https://xebuyt.net/420-khu-du-lich-van-thanh
QBTH 054,"Trạm xe buýt [QBTH 054] Đại học Hutech, Quận Bình Thạnh","483 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","06, 12, 14, 19, 43, 44, 45, 52, 55, 60, 104, 150",https://xebuyt.net/421-dai-hoc-hutech
Q6 066,"Trạm xe buýt [Q6 066] Hậu Giang, Quận 6","256B-256C Nguyễn Văn Luông, Quận 6, Tp.Hồ Chí Minh",61,https://xebuyt.net/4217-hau-giang
Q6 087,"Trạm xe buýt [Q6 087] Coop mart Phú Lâm, Quận 6","6 Tân Hòa Đông, Quận 6, Tp.Hồ Chí Minh",16,https://xebuyt.net/4219-coop-mart-phu-lam
QBTHT056,"Trạm xe buýt [QBTHT056] Cửa nhôm Bá Thịnh, Quận Bình Thạnh","459 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","12, 45, 52, 60",https://xebuyt.net/422-cua-nhom-ba-thinh
HNB 110,"Trạm xe buýt [HNB 110] Cầu Bà Chiêm, Huyện Nhà Bè","Trụ đèn 176 Nguyễn Hữu Thọ, Huyện Nhà Bè, Tp.Hồ Chí Minh",72,https://xebuyt.net/4225-cau-ba-chiem
BX 05,"Trạm xe buýt [BX 05] Đầu bến Hàm Nghi, Quận 1","Đầu bến Hàm Nghi Hàm Nghi, Quận 1, Tp.Hồ Chí Minh",11,https://xebuyt.net/4226-dau-ben-ham-nghi
QBTH 053,"Trạm xe buýt [QBTH 053] Cây xăng dầu, Quận Bình Thạnh","419 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","06, 12, 14, 19, 43, 44, 45, 52, 55, 60, 104, 150",https://xebuyt.net/423-cay-xang-dau
HNB 074,"Trạm xe buýt [HNB 074] Long Thới - Nhơn Đức, Huyện Nhà Bè","803 Lê Văn Lương, Huyện Nhà Bè, Tp.Hồ Chí Minh",37,https://xebuyt.net/4232-long-thoi-nhon-duc
HNB 075,"Trạm xe buýt [HNB 075] Long Thới - Nhơn Đức, Huyện Nhà Bè","Đối diện 817A Lê Văn Lương, Huyện Nhà Bè, Tp.Hồ Chí Minh",37,https://xebuyt.net/4233-long-thoi-nhon-duc
HNB 076,"Trạm xe buýt [HNB 076] KDC Anh Tuấn, Huyện Nhà Bè","1862 Lê Văn Lương, Huyện Nhà Bè, Tp.Hồ Chí Minh",37,https://xebuyt.net/4234-kdc-anh-tuan
HCG 042,"Trạm xe buýt [HCG 042] Đ/d ngã ba Lê Hùng Yên, Duyên Hải, Huyện Cần Giờ","Đ/d ngã ba Lê Hùng Yên Duyên Hải, Huyện Cần Giờ, Tp.Hồ Chí Minh","77, 90",https://xebuyt.net/4235-d-d-nga-ba-le-hung-yen-duyen-hai
Q5 074,"Trạm xe buýt [Q5 074] Đại học Khoa học Tự nhiên, Quận 5","227 Nguyễn Văn Cừ, Quận 5, Tp.Hồ Chí Minh","06, 38",https://xebuyt.net/424-dai-hoc-khoa-hoc-tu-nhien
Q5 073,"Trạm xe buýt [Q5 073] Trường THPT Lê Hồng Phong, Quận 5","235 Nguyễn Văn Cừ, Quận 5, Tp.Hồ Chí Minh","06, 38",https://xebuyt.net/425-truong-thpt-le-hong-phong
Q5 001,"Trạm xe buýt [Q5 001] Đại học Sư Phạm, Quận 5","280 An Dương Vương, Quận 5, Tp.Hồ Chí Minh","06, 11, 38, 45, 56, 96, 139",https://xebuyt.net/426-dai-hoc-su-pham
Q1 037,"Trạm xe buýt [Q1 037] Trung tâm Vincom, Quận 1","Trung tâm Vincom Lê Thánh Tôn, Quận 1, Tp.Hồ Chí Minh",44,https://xebuyt.net/4262-trung-tam-vincom
Q1 038,"Trạm xe buýt [Q1 038] Phố đi bộ Nguyễn Huệ, Quận 1","86Bis Lê Thánh Tôn, Quận 1, Tp.Hồ Chí Minh",44,https://xebuyt.net/4263-pho-di-bo-nguyen-hue
Q1 069,"Trạm xe buýt [Q1 069] Đa Kao, Quận 1","30 Trần Quang Khải, Quận 1, Tp.Hồ Chí Minh","31, 36",https://xebuyt.net/4269-da-kao
Q5 003,"Trạm xe buýt [Q5 003] Huỳnh Mẫn Đạt, Quận 5","526 An Dương Vương, Quận 5, Tp.Hồ Chí Minh","06, 11, 38, 45, 56, 96, 139",https://xebuyt.net/427-huynh-man-dat
Q1 070,"Trạm xe buýt [Q1 070] Nguyễn Hữu Cầu, Quận 1","124 Trần Quang Khải, Quận 1, Tp.Hồ Chí Minh","31, 36",https://xebuyt.net/4270-nguyen-huu-cau
Q1 078,"Trạm xe buýt [Q1 078] Đền Thờ Ấn Giáo, Pasteur, Quận 1","Đền Thờ Ấn Giáo Pasteur, Quận 1, Tp.Hồ Chí Minh","04, 18, 35",https://xebuyt.net/4271-den-tho-an-giao-pasteur
Q1 080,"Trạm xe buýt [Q1 080] Lý Tự Trọng, Quận 1","158 Pasteur, Quận 1, Tp.Hồ Chí Minh","04, 18, 31, 35, 36, 52, 93, 109",https://xebuyt.net/4272-ly-tu-trong
Q1 081,"Trạm xe buýt [Q1 081] Công viên 30/4, Quận 1","178 Pasteur, Quận 1, Tp.Hồ Chí Minh","04, 18, 31, 35, 36, 52, 93, 109, 120",https://xebuyt.net/4273-cong-vien-30-4
Q1 082,"Trạm xe buýt [Q1 082] Nguyễn Thị Minh Khai, Quận 1","184 Pasteur, Quận 1, Tp.Hồ Chí Minh","04, 93, 109",https://xebuyt.net/4274-nguyen-thi-minh-khai
QTP 038,"Trạm xe buýt [QTP 038] 14-16, Vườn Lài, Quận Tân Phú","14-16 Vườn Lài, Quận Tân Phú, Tp.Hồ Chí Minh",69,https://xebuyt.net/4277-14-16-vuon-lai
QTP 039,"Trạm xe buýt [QTP 039] 100, Vườn Lài, Quận Tân Phú","100 Vườn Lài, Quận Tân Phú, Tp.Hồ Chí Minh",69,https://xebuyt.net/4278-100-vuon-lai
QTP 040,"Trạm xe buýt [QTP 040] 180, Vườn Lài, Quận Tân Phú","180 Vườn Lài, Quận Tân Phú, Tp.Hồ Chí Minh",69,https://xebuyt.net/4279-180-vuon-lai
Q5 005,"Trạm xe buýt [Q5 005] Bệnh viện Nguyễn Tri Phương, Quận 5","102C-D An Dương Vương, Quận 5, Tp.Hồ Chí Minh","06, 11, 56, 139",https://xebuyt.net/428-benh-vien-nguyen-tri-phuong
QTP 041,"Trạm xe buýt [QTP 041] 240, Vườn Lài, Quận Tân Phú","240 Vườn Lài, Quận Tân Phú, Tp.Hồ Chí Minh",69,https://xebuyt.net/4280-240-vuon-lai
Q5 002,"Trạm xe buýt [Q5 002] Chợ Bầu Sen, Quận 5","370 An Dương Vương, Quận 5, Tp.Hồ Chí Minh","06, 11, 38, 45, 56, 96, 139",https://xebuyt.net/429-cho-bau-sen
QTP 125,"Trạm xe buýt [QTP 125] 10, Độc Lập, Quận Tân Phú","10 Độc Lập, Quận Tân Phú, Tp.Hồ Chí Minh",30,https://xebuyt.net/4294-10-doc-lap
QTP 130,"Trạm xe buýt [QTP 130] Ngã 3 Thẩm Mỹ, Quận Tân Phú","21 Độc Lập, Quận Tân Phú, Tp.Hồ Chí Minh",30,https://xebuyt.net/4295-nga-3-tham-my
Q1 062,"Trạm xe buýt [Q1 062] Công viên Lê Văn Tám, Quận 1","Đối diện 245 Hai Bà Trưng, Quận 1, Tp.Hồ Chí Minh","03, 31, 36",https://xebuyt.net/43-cong-vien-le-van-tam
Q5 004,"Trạm xe buýt [Q5 004] Chợ An Đông, Quận 5","Đối diện số 3 An Dương Vương, Quận 5, Tp.Hồ Chí Minh","06, 11, 56, 139",https://xebuyt.net/430-cho-an-dong
